year,propClinical,propJunior,propSenior,over70,over70Clinical,under40,under40Clinical,female,femaleClinical,femaleClinicalOnly,minority,minorityClinical,minorityClinicalOnly,minorityFemale,minorityMale,age,propCollegeDeg,propLawDeg,propAdvLawDeg,propGradDeg
2000,0.0664416142396808,0.224029461408624,0.709375479515114,0.033003300330033,0.0311966475244451,0.167491749174918,0.171503957783641,0.269319302860901,0.292817679558011,0.623556581986143,0.124609567647542,0.12413687279423,0.115473441108545,0.0508056560341993,0.0736599802696481,50.7333540276269,0.920433996383363,0.970902515206313,0.37448627322045,0.37448627322045
2001,0.0726012953758096,0.220063262539539,0.70703419189637,0.0399478232512637,0.0376352277921682,0.161258764063264,0.166387322870638,0.276568085797855,0.302199457667972,0.628630705394191,0.127538586515028,0.126223828889893,0.107883817427386,0.0511862203444914,0.0762105947351316,51.0437300015237,0.921852152721365,0.969943135662063,0.379853777416734,0.379853777416734
2002,0.0805860805860806,0.225201465201465,0.693919413919414,0.0427816055119372,0.0400118994496505,0.156545425412594,0.161237542763647,0.283915192093097,0.31242672919109,0.63752276867031,0.133110154630958,0.132161172161172,0.12,0.0546787820819385,0.0784313725490196,51.3255986910605,0.919336840427228,0.96700143472023,0.381635581061693,0.381635581061693
2003,0.0811660474421263,0.233923978279508,0.684624178336668,0.0459590433015476,0.0432197244379986,0.157886509301235,0.161566352429297,0.294492843808339,0.32166333238068,0.628521126760563,0.137678904791537,0.136324664189769,0.119718309859155,0.0572495332918482,0.0804293714996889,51.5483683828862,0.920037336652147,0.965930304915993,0.386745488487866,0.386745488487866
2004,0.0814181614349776,0.244394618834081,0.673906950672646,0.0503520048974595,0.0471590909090909,0.16421793694521,0.166193181818182,0.303113553113553,0.330109335576114,0.63448275862069,0.143140546314665,0.141395739910314,0.120481927710843,0.0604395604395604,0.0825702075702076,51.7184659090909,0.920341828170304,0.968564016481001,0.390355562337861,0.390355562337861
2005,0.0834815929930204,0.24989735869714,0.665936772957438,0.0526157997301754,0.0491939966648138,0.166391845300555,0.16787103946637,0.309071887610223,0.336846427593759,0.640983606557377,0.148087268380155,0.146298070343506,0.124590163934426,0.0629203407562397,0.0850396054401435,51.9531684269038,0.918410041841004,0.968469814704124,0.389719067543335,0.389719067543335
2006,0.0846511627906977,0.257541528239203,0.656744186046512,0.0546886393466531,0.0512405609492988,0.170628554761558,0.172060409924488,0.316034307312109,0.343168527379054,0.63265306122449,0.151598837209302,0.148837209302326,0.117739403453689,0.0665794446867277,0.0848960604739061,52.2107605177994,0.916424418604651,0.968168604651163,0.390116279069767,0.390116279069767
2007,0.0870630723590868,0.268283245195408,0.64246098284535,0.0574516496018202,0.0538804404824331,0.175625711035267,0.176192973256424,0.326438084443185,0.353464963221061,0.632047477744807,0.155218807534344,0.151683219398942,0.111111111111111,0.0698300283286119,0.0852691218130312,52.3564499213424,0.912335363262994,0.965727234102818,0.386347542840957,0.386347542840957
2008,0.0735573015442969,0.241127065835817,0.684773774044974,0.0603967670830272,0.056629644864939,0.175900073475386,0.174962292609351,0.332259953161593,0.354384062881149,0.631675874769798,0.155376737381127,0.153616905987537,0.130755064456722,0.0711150131694469,0.0841381328650863,52.7671740024681,0.908997805413314,0.964886613021214,0.386686174103877,0.386686174103877
2009,0.0968151249841391,0.265829209491181,0.636594340819693,0.0609583215197051,0.0564389989572471,0.182166146867026,0.182090719499479,0.339758019133371,0.369303034150057,0.644823066841416,0.159730033745782,0.155690902169775,0.117955439056356,0.073266769793278,0.0863450991421741,52.7020333680918,0.897356580427447,0.958239595050619,0.380061867266592,0.380061867266592
2010,0.0990704500978474,0.264921722113503,0.63527397260274,0.0677011809942324,0.0633278667844077,0.180307607800055,0.17963920777091,0.348287112561175,0.377875673029858,0.646913580246914,0.160597826086957,0.156311154598826,0.118518518518519,0.0747384155455904,0.0857453458350319,52.9732559606409,0.892798913043478,0.956657608695652,0.374048913043478,0.374048913043478
2011,0.103431667670078,0.263094521372667,0.632751354605659,0.0705145657500681,0.0658847017718992,0.176967056901715,0.176566009483404,0.355346334902488,0.384819277108434,0.640279394644936,0.161290322580645,0.156652618904275,0.117578579743888,0.076364614143587,0.0847001882226405,53.1642126279012,0.888306451612903,0.953897849462366,0.373118279569892,0.373118279569892
2012,0.0725375081539465,0.276320939334638,0.650619699934769,0.0817430931358587,0.0784523015343562,0.163201367131871,0.162374916611074,0.356338028169014,0.375979112271541,0.627697841726619,0.161435608726249,0.159425962165688,0.134892086330935,0.0771504997888216,0.0840489933830776,53.8352234823216,0.889092188599578,0.952709359605911,0.371569317382125,0.371569317382125
2013,0.0741820108623659,0.263346138561399,0.661279639687376,0.0901044689495067,0.0865554198887532,0.152205455600696,0.150997150997151,0.359764840837396,0.380485218082991,0.635714285714286,0.162893982808023,0.160816002119486,0.135714285714286,0.0779704744159381,0.0845635660025799,54.2832722832723,0.887679083094556,0.950286532951289,0.369770773638968,0.369770773638968
2014,0.0811130069562935,0.273264207901299,0.644310276939231,0.102757619738752,0.0988254353989469,0.136865021770682,0.136897529364115,0.364104765993989,0.386130811662727,0.633711507293355,0.163352882277214,0.161176007350046,0.137540453074434,0.0787063537492845,0.0842873497424156,54.8212501687593,0.884708911457588,0.946645687312259,0.365899013016736,0.365899013016736
2015,0.0811133200795229,0.261100066269052,0.656593770709079,0.113469985358712,0.109762748841014,0.109370424597365,0.109353695118626,0.366093366093366,0.388380421806606,0.639934533551555,0.163489312536106,0.161696487740225,0.142156862745098,0.0777344314405433,0.0853922843519723,55.3337878374693,0.883882149046794,0.948584633160023,0.365395725014443,0.365395725014443
2016,0.0908968489092378,0.235927821168866,0.672367357931592,0.121084337349398,0.117391912690639,0.0980421686746988,0.0976633552539527,0.373497551565514,0.397762501684863,0.642433234421365,0.163973313565604,0.15970913008349,0.118518518518519,0.0784750037086486,0.0850022251891411,55.5400867496852,0.878724981467754,0.9470719051149,0.360415122312824,0.360415122312824
2017,0.100319577601779,0.212727525357788,0.686397109906906,0.135550674615626,0.131180919139034,0.0787574521493568,0.0782431646305992,0.375928217821782,0.402225312934631,0.6398891966759,0.163189615206305,0.15770459913853,0.109418282548476,0.0777554490647705,0.0851754521564384,56.0159976730657,0.875135218667903,0.947612424663885,0.361613351877608,0.361613351877608
