year,schoolID,propClinical,propJunior,propSenior,over70,over70Clinical,under40,under40Clinical,female,femaleClinical,femaleClinicalOnly,minority,minorityClinical,minorityClinicalOnly,minorityFemale,minorityMale,age,propCollegeDeg,propLawDeg,propAdvLawDeg,propGradDeg,private,uncappedYear,HBCU,continental
2008,S176,0,0.58974358974359,0.41025641025641,0.0810810810810811,0.0810810810810811,0.27027027027027,0.27027027027027,0.461538461538462,0.461538461538462,,0.153846153846154,0.153846153846154,,0.0769230769230769,0.0769230769230769,48.6486486486487,0.871794871794872,0.948717948717949,0.282051282051282,0.282051282051282,1,,0,1
2009,S176,0,0.685185185185185,0.314814814814815,0.0588235294117647,0.0588235294117647,0.313725490196078,0.313725490196078,0.462962962962963,0.462962962962963,,0.148148148148148,0.148148148148148,,0.0740740740740741,0.0740740740740741,48.1176470588235,0.87037037037037,0.944444444444444,0.240740740740741,0.240740740740741,1,,0,1
2010,S176,0,0.68421052631579,0.315789473684211,0.0576923076923077,0.0576923076923077,0.269230769230769,0.269230769230769,0.456140350877193,0.456140350877193,,0.12280701754386,0.12280701754386,,0.0701754385964912,0.0526315789473684,48.6153846153846,0.807017543859649,0.912280701754386,0.263157894736842,0.263157894736842,1,,0,1
2011,S176,0,0.637931034482759,0.362068965517241,0.0192307692307692,0.0192307692307692,0.269230769230769,0.269230769230769,0.482758620689655,0.482758620689655,,0.120689655172414,0.120689655172414,,0.0689655172413793,0.0517241379310345,48.0769230769231,0.775862068965517,0.896551724137931,0.241379310344828,0.241379310344828,1,,0,1
2002,S176,0.05,0.6,0.35,0,0,0.157894736842105,0.15,0.263157894736842,0.3,1,0.157894736842105,0.15,0,0.105263157894737,0.0526315789473684,51.1,0.947368421052632,1,0.421052631578947,0.421052631578947,1,,0,1
2012,S176,0,0.68,0.32,0,0,0.227272727272727,0.227272727272727,0.46,0.46,,0.12,0.12,,0.08,0.04,47.5227272727273,0.76,0.88,0.16,0.16,1,,0,1
2013,S176,0,0.625,0.375,0,0,0.176470588235294,0.176470588235294,0.45,0.45,,0.125,0.125,,0.1,0.025,48.8235294117647,0.725,0.85,0.175,0.175,1,,0,1
2014,S176,0,0.6,0.4,0.0294117647058824,0.0294117647058824,0.117647058823529,0.117647058823529,0.45,0.45,,0.125,0.125,,0.1,0.025,50.5588235294118,0.725,0.85,0.2,0.2,1,,0,1
2015,S176,0,0.58974358974359,0.41025641025641,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.0606060606060606,0.461538461538462,0.461538461538462,,0.128205128205128,0.128205128205128,,0.102564102564103,0.0256410256410256,51.3030303030303,0.717948717948718,0.846153846153846,0.205128205128205,0.205128205128205,1,,0,1
2016,S176,0,0.58974358974359,0.41025641025641,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.0606060606060606,0.461538461538462,0.461538461538462,,0.128205128205128,0.128205128205128,,0.102564102564103,0.0256410256410256,52.3030303030303,0.717948717948718,0.846153846153846,0.205128205128205,0.205128205128205,1,,0,1
1989,S177,0,0.72,0.28,0.08,0.08,0.48,0.48,0.4,0.4,,0.6,0.6,,0.2,0.4,46.68,0.84,1,0.4,0.4,,,0,0
1990,S177,0,0.653846153846154,0.346153846153846,0.0769230769230769,0.0769230769230769,0.423076923076923,0.423076923076923,0.384615384615385,0.384615384615385,,0.615384615384615,0.615384615384615,,0.192307692307692,0.423076923076923,48.0384615384616,0.807692307692308,1,0.346153846153846,0.346153846153846,,,0,0
1991,S177,0,0.615384615384615,0.384615384615385,0.0384615384615385,0.0384615384615385,0.192307692307692,0.192307692307692,0.384615384615385,0.384615384615385,,0.653846153846154,0.653846153846154,,0.192307692307692,0.461538461538462,47.5384615384615,0.846153846153846,1,0.423076923076923,0.423076923076923,,,0,0
1992,S177,0,0.52,0.48,0.08,0.08,0.2,0.2,0.4,0.4,,0.64,0.64,,0.2,0.44,48,0.84,1,0.44,0.44,,,0,0
1993,S177,0.0357142857142857,0.5,0.464285714285714,0.0740740740740741,0.0714285714285714,0.185185185185185,0.178571428571429,0.37037037037037,0.392857142857143,1,0.666666666666667,0.678571428571429,1,0.185185185185185,0.481481481481482,48.0357142857143,0.814814814814815,1,0.407407407407407,0.407407407407407,,,0,0
1994,S177,0.0344827586206897,0.482758620689655,0.482758620689655,0.0714285714285714,0.0689655172413793,0.142857142857143,0.137931034482759,0.357142857142857,0.379310344827586,1,0.678571428571429,0.689655172413793,1,0.178571428571429,0.5,48.6551724137931,0.821428571428571,1,0.392857142857143,0.392857142857143,,,0,0
1995,S177,0.032258064516129,0.516129032258065,0.451612903225806,0.0666666666666667,0.0645161290322581,0.2,0.193548387096774,0.366666666666667,0.387096774193548,1,0.7,0.709677419354839,1,0.2,0.5,48.0645161290323,0.833333333333333,0.966666666666667,0.433333333333333,0.433333333333333,,,0,0
1996,S177,0.0333333333333333,0.5,0.466666666666667,0.0689655172413793,0.0666666666666667,0.172413793103448,0.166666666666667,0.379310344827586,0.4,1,0.724137931034483,0.733333333333333,1,0.241379310344828,0.482758620689655,49.5333333333333,0.862068965517241,0.96551724137931,0.448275862068966,0.448275862068966,,,0,0
1997,S177,0.0344827586206897,0.448275862068966,0.517241379310345,0.142857142857143,0.137931034482759,0.107142857142857,0.103448275862069,0.357142857142857,0.379310344827586,1,0.714285714285714,0.724137931034483,1,0.214285714285714,0.5,50.5862068965517,0.857142857142857,0.964285714285714,0.464285714285714,0.464285714285714,,,0,0
1998,S177,0,0.5,0.5,0.0714285714285714,0.0714285714285714,0.107142857142857,0.107142857142857,0.392857142857143,0.392857142857143,,0.75,0.75,,0.285714285714286,0.464285714285714,49.3928571428572,0.857142857142857,0.964285714285714,0.571428571428571,0.571428571428571,,,0,0
1999,S177,0,0.448275862068966,0.551724137931035,0.0689655172413793,0.0689655172413793,0.103448275862069,0.103448275862069,0.413793103448276,0.413793103448276,,0.793103448275862,0.793103448275862,,0.310344827586207,0.482758620689655,50.7586206896552,0.827586206896552,0.96551724137931,0.620689655172414,0.620689655172414,,,0,0
2000,S177,0,0.482758620689655,0.517241379310345,0.0689655172413793,0.0689655172413793,0.103448275862069,0.103448275862069,0.448275862068966,0.448275862068966,,0.793103448275862,0.793103448275862,,0.344827586206897,0.448275862068966,51.5862068965517,0.827586206896552,0.96551724137931,0.620689655172414,0.620689655172414,,,0,0
2001,S177,0,0.516129032258065,0.483870967741936,0.0333333333333333,0.0333333333333333,0.1,0.1,0.516129032258065,0.516129032258065,,0.774193548387097,0.774193548387097,,0.387096774193548,0.387096774193548,50.7666666666667,0.806451612903226,0.935483870967742,0.580645161290323,0.580645161290323,,,0,0
2002,S177,0.0303030303030303,0.484848484848485,0.484848484848485,0.032258064516129,0.032258064516129,0.0967741935483871,0.0967741935483871,0.5,0.484848484848485,0,0.78125,0.757575757575758,0,0.375,0.40625,52.0967741935484,0.78125,0.90625,0.5625,0.5625,,,0,0
2003,S177,0.0303030303030303,0.424242424242424,0.545454545454545,0.032258064516129,0.032258064516129,0.0645161290322581,0.0645161290322581,0.5,0.484848484848485,0,0.78125,0.757575757575758,0,0.375,0.40625,53.0967741935484,0.78125,0.90625,0.5625,0.5625,,,0,0
2004,S177,0.0303030303030303,0.393939393939394,0.575757575757576,0.032258064516129,0.032258064516129,0.0645161290322581,0.0645161290322581,0.5,0.484848484848485,0,0.78125,0.757575757575758,0,0.375,0.40625,54.0967741935484,0.78125,0.90625,0.5625,0.5625,,,0,0
2005,S177,0.03125,0.375,0.59375,0.032258064516129,0.032258064516129,0.032258064516129,0.032258064516129,0.483870967741936,0.46875,0,0.806451612903226,0.78125,0,0.387096774193548,0.419354838709677,55.0967741935484,0.806451612903226,0.935483870967742,0.580645161290323,0.580645161290323,,,0,0
2006,S177,0.03125,0.40625,0.5625,0.032258064516129,0.032258064516129,0.032258064516129,0.032258064516129,0.483870967741936,0.46875,0,0.838709677419355,0.8125,0,0.419354838709677,0.419354838709677,54.5161290322581,0.838709677419355,0.935483870967742,0.612903225806452,0.612903225806452,,,0,0
2007,S177,0.03125,0.40625,0.5625,0.0645161290322581,0.0645161290322581,0.032258064516129,0.032258064516129,0.483870967741936,0.46875,0,0.838709677419355,0.8125,0,0.419354838709677,0.419354838709677,55.5161290322581,0.838709677419355,0.935483870967742,0.612903225806452,0.612903225806452,,,0,0
2008,S177,0,0.333333333333333,0.666666666666667,0.0666666666666667,0.0666666666666667,0.0333333333333333,0.0333333333333333,0.5,0.5,,0.833333333333333,0.833333333333333,,0.433333333333333,0.4,56.6666666666667,0.833333333333333,0.933333333333333,0.633333333333333,0.633333333333333,,,0,0
2009,S177,0.0303030303030303,0.303030303030303,0.666666666666667,0.0625,0.0625,0.03125,0.03125,0.46875,0.46875,,0.8125,0.787878787878788,0,0.40625,0.40625,57.375,0.84375,0.9375,0.625,0.625,,,0,0
2010,S177,0.032258064516129,0.290322580645161,0.67741935483871,0.1,0.1,0.0333333333333333,0.0333333333333333,0.433333333333333,0.433333333333333,,0.8,0.774193548387097,0,0.366666666666667,0.433333333333333,58.3666666666667,0.833333333333333,0.966666666666667,0.666666666666667,0.666666666666667,,,0,0
2011,S177,0.032258064516129,0.258064516129032,0.709677419354839,0.1,0.1,0.0333333333333333,0.0333333333333333,0.433333333333333,0.433333333333333,,0.8,0.774193548387097,0,0.366666666666667,0.433333333333333,59.3666666666667,0.833333333333333,0.966666666666667,0.666666666666667,0.666666666666667,,,0,0
2012,S177,0,0.333333333333333,0.666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.433333333333333,0.433333333333333,,0.733333333333333,0.733333333333333,,0.366666666666667,0.366666666666667,57.5666666666667,0.833333333333333,0.9,0.633333333333333,0.633333333333333,,,0,0
2013,S177,0,0.333333333333333,0.666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.433333333333333,0.433333333333333,,0.733333333333333,0.733333333333333,,0.366666666666667,0.366666666666667,58.5666666666667,0.833333333333333,0.9,0.633333333333333,0.633333333333333,,,0,0
2014,S177,0,0.333333333333333,0.666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.433333333333333,0.433333333333333,,0.733333333333333,0.733333333333333,,0.366666666666667,0.366666666666667,59.5666666666667,0.833333333333333,0.9,0.633333333333333,0.633333333333333,,,0,0
2015,S177,0,0.333333333333333,0.666666666666667,0.0666666666666667,0.0666666666666667,0.0333333333333333,0.0333333333333333,0.433333333333333,0.433333333333333,,0.733333333333333,0.733333333333333,,0.366666666666667,0.366666666666667,60.5666666666667,0.833333333333333,0.9,0.633333333333333,0.633333333333333,,,0,0
2016,S177,0,0.333333333333333,0.666666666666667,0.133333333333333,0.133333333333333,0.0333333333333333,0.0333333333333333,0.433333333333333,0.433333333333333,,0.733333333333333,0.733333333333333,,0.366666666666667,0.366666666666667,61.5666666666667,0.833333333333333,0.9,0.633333333333333,0.633333333333333,,,0,0
2017,S177,0,0.263157894736842,0.736842105263158,0.108108108108108,0.108108108108108,0,0,0.368421052631579,0.368421052631579,,0.605263157894737,0.605263157894737,,0.315789473684211,0.289473684210526,59.027027027027,0.81578947368421,0.894736842105263,0.526315789473684,0.526315789473684,,,0,0
1978,S177,0,0.869565217391304,0.130434782608696,0,0,0.5,0.5,0.391304347826087,0.391304347826087,,0.260869565217391,0.260869565217391,,0.130434782608696,0.130434782608696,42.7272727272727,0.869565217391304,0.91304347826087,0.173913043478261,0.173913043478261,,,0,0
1979,S177,0,0.91304347826087,0.0869565217391304,0,0,0.478260869565217,0.478260869565217,0.347826086956522,0.347826086956522,,0.304347826086957,0.304347826086957,,0.130434782608696,0.173913043478261,43.695652173913,0.869565217391304,0.956521739130435,0.173913043478261,0.173913043478261,,,0,0
1980,S177,0.037037037037037,0.851851851851852,0.111111111111111,0,0,0.5,0.518518518518519,0.307692307692308,0.296296296296296,0,0.269230769230769,0.259259259259259,0,0.115384615384615,0.153846153846154,41.8888888888889,0.923076923076923,0.961538461538461,0.230769230769231,0.230769230769231,,,0,0
1981,S177,0.032258064516129,0.870967741935484,0.0967741935483871,0,0,0.586206896551724,0.6,0.366666666666667,0.354838709677419,0,0.333333333333333,0.32258064516129,0,0.133333333333333,0.2,41.1333333333333,0.9,0.933333333333333,0.233333333333333,0.233333333333333,,,0,0
1982,S177,0.0344827586206897,0.827586206896552,0.137931034482759,0,0,0.571428571428571,0.586206896551724,0.357142857142857,0.344827586206897,0,0.392857142857143,0.379310344827586,0,0.142857142857143,0.25,42.0344827586207,0.928571428571429,0.964285714285714,0.285714285714286,0.285714285714286,,,0,0
1974,S177,0,0.75,0.25,0,0,0.333333333333333,0.333333333333333,0.125,0.125,,0.125,0.125,,0,0.125,46.2222222222222,0.3125,0.4375,0,0,,,0,0
1975,S177,0,0.769230769230769,0.230769230769231,0,0,0.333333333333333,0.333333333333333,0.153846153846154,0.153846153846154,,0.153846153846154,0.153846153846154,,0,0.153846153846154,47.2222222222222,0.384615384615385,0.538461538461538,0,0,,,0,0
1976,S177,0,0.727272727272727,0.272727272727273,0,0,0.368421052631579,0.368421052631579,0.181818181818182,0.181818181818182,,0.181818181818182,0.181818181818182,,0,0.181818181818182,45.0526315789474,0.545454545454545,0.727272727272727,0,0,,,0,0
1977,S177,0,0.72,0.28,0,0,0.428571428571429,0.428571428571429,0.28,0.28,,0.24,0.24,,0.08,0.16,44.1428571428571,0.64,0.72,0.08,0.08,,,0,0
1983,S177,0.04,0.76,0.2,0,0,0.5,0.52,0.416666666666667,0.4,0,0.458333333333333,0.44,0,0.166666666666667,0.291666666666667,43.44,0.916666666666667,0.958333333333333,0.291666666666667,0.291666666666667,,,0,0
1984,S177,0,0.870967741935484,0.129032258064516,0,0,0.612903225806452,0.612903225806452,0.448275862068966,0.448275862068966,,0.451612903225806,0.451612903225806,,0.166666666666667,0.266666666666667,42.4838709677419,0.838709677419355,1,0.258064516129032,0.258064516129032,,,0,0
1985,S177,0,0.896551724137931,0.103448275862069,0,0,0.620689655172414,0.620689655172414,0.428571428571429,0.428571428571429,,0.482758620689655,0.482758620689655,,0.178571428571429,0.285714285714286,42.3448275862069,0.862068965517241,1,0.310344827586207,0.310344827586207,,,0,0
1986,S177,0,0.896551724137931,0.103448275862069,0,0,0.655172413793103,0.655172413793103,0.392857142857143,0.392857142857143,,0.586206896551724,0.586206896551724,,0.214285714285714,0.357142857142857,42.4827586206897,0.862068965517241,1,0.310344827586207,0.310344827586207,,,0,0
1987,S177,0,0.851851851851852,0.148148148148148,0,0,0.62962962962963,0.62962962962963,0.423076923076923,0.423076923076923,,0.62962962962963,0.62962962962963,,0.230769230769231,0.384615384615385,44.0740740740741,0.851851851851852,1,0.296296296296296,0.296296296296296,,,0,0
1988,S177,0,0.8,0.2,0,0,0.56,0.56,0.44,0.44,,0.6,0.6,,0.24,0.36,45.92,0.84,1,0.36,0.36,,,0,0
2011,S178,0,0.878787878787879,0.121212121212121,0,0,0.34375,0.34375,0.545454545454545,0.545454545454545,,0.242424242424242,0.242424242424242,,0.121212121212121,0.121212121212121,46.09375,0.818181818181818,0.939393939393939,0.151515151515152,0.151515151515152,1,,0,1
2012,S178,0,0.870967741935484,0.129032258064516,0.0333333333333333,0.0333333333333333,0.233333333333333,0.233333333333333,0.580645161290323,0.580645161290323,,0.258064516129032,0.258064516129032,,0.129032258064516,0.129032258064516,46.7333333333333,0.806451612903226,0.935483870967742,0.161290322580645,0.161290322580645,1,,0,1
2013,S178,0,0.862068965517241,0.137931034482759,0.0357142857142857,0.0357142857142857,0.178571428571429,0.178571428571429,0.551724137931035,0.551724137931035,,0.275862068965517,0.275862068965517,,0.137931034482759,0.137931034482759,48.25,0.827586206896552,0.96551724137931,0.172413793103448,0.172413793103448,1,,0,1
2014,S178,0,0.875,0.125,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.666666666666667,0.666666666666667,,0.25,0.25,,0.166666666666667,0.0833333333333333,49.5217391304348,0.791666666666667,0.958333333333333,0.208333333333333,0.208333333333333,1,,0,1
2015,S178,0,0.833333333333333,0.166666666666667,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.611111111111111,0.611111111111111,,0.222222222222222,0.222222222222222,,0.111111111111111,0.111111111111111,51.7058823529412,0.722222222222222,0.944444444444444,0.166666666666667,0.166666666666667,1,,0,1
2016,S178,0,0.8,0.2,0.0909090909090909,0.0909090909090909,0.181818181818182,0.181818181818182,0.52,0.52,,0.16,0.16,,0.04,0.12,50.5454545454546,0.68,0.88,0.12,0.12,1,,0,1
2017,S178,0,0.75,0.25,0.0952380952380952,0.0952380952380952,0.142857142857143,0.142857142857143,0.458333333333333,0.458333333333333,,0.208333333333333,0.208333333333333,,0.0416666666666667,0.166666666666667,52.1428571428572,0.666666666666667,0.875,0.125,0.125,1,,0,1
2005,S178,0,0.857142857142857,0.142857142857143,0,0,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,,0.142857142857143,0.142857142857143,,0.142857142857143,0,45.2857142857143,0.928571428571429,1,0.142857142857143,0.142857142857143,1,,0,1
2006,S178,0,0.789473684210526,0.210526315789474,0,0,0.473684210526316,0.473684210526316,0.68421052631579,0.68421052631579,,0.157894736842105,0.157894736842105,,0.157894736842105,0,43.2631578947369,0.894736842105263,1,0.157894736842105,0.157894736842105,1,,0,1
2007,S178,0,0.722222222222222,0.277777777777778,0,0,0.444444444444444,0.444444444444444,0.611111111111111,0.611111111111111,,0.111111111111111,0.111111111111111,,0.111111111111111,0,44.3333333333333,0.888888888888889,1,0.166666666666667,0.166666666666667,1,,0,1
2008,S178,0,0.782608695652174,0.217391304347826,0,0,0.521739130434783,0.521739130434783,0.652173913043478,0.652173913043478,,0.173913043478261,0.173913043478261,,0.173913043478261,0,43.304347826087,0.91304347826087,1,0.217391304347826,0.217391304347826,1,,0,1
2009,S178,0,0.848484848484848,0.151515151515152,0,0,0.46875,0.46875,0.636363636363636,0.636363636363636,,0.212121212121212,0.212121212121212,,0.181818181818182,0.0303030303030303,44.375,0.848484848484848,0.96969696969697,0.181818181818182,0.181818181818182,1,,0,1
2010,S178,0,0.848484848484848,0.151515151515152,0,0,0.40625,0.40625,0.606060606060606,0.606060606060606,,0.212121212121212,0.212121212121212,,0.181818181818182,0.0303030303030303,45.34375,0.848484848484848,0.96969696969697,0.181818181818182,0.181818181818182,1,,0,1
1992,S18,0.0333333333333333,0.1,0.866666666666667,0,0,0.0689655172413793,0.0689655172413793,0.172413793103448,0.2,1,0.137931034482759,0.133333333333333,0,0.0344827586206897,0.103448275862069,49.8620689655173,0.931034482758621,1,0.137931034482759,0.137931034482759,0,1994,0,1
1993,S18,0.0344827586206897,0.103448275862069,0.862068965517241,0,0,0.0714285714285714,0.0714285714285714,0.178571428571429,0.206896551724138,1,0.142857142857143,0.137931034482759,0,0.0357142857142857,0.107142857142857,50.2857142857143,0.928571428571429,1,0.142857142857143,0.142857142857143,0,1994,0,1
1994,S18,0.04,0.12,0.84,0,0,0.0833333333333333,0.0833333333333333,0.208333333333333,0.24,1,0.166666666666667,0.16,0,0.0416666666666667,0.125,50.2083333333333,0.958333333333333,1,0.166666666666667,0.166666666666667,0,1994,0,1
1995,S18,0.037037037037037,0.111111111111111,0.851851851851852,0,0,0.153846153846154,0.153846153846154,0.230769230769231,0.259259259259259,1,0.153846153846154,0.148148148148148,0,0.0384615384615385,0.115384615384615,50.1153846153846,0.961538461538461,1,0.230769230769231,0.230769230769231,0,1994,0,1
1996,S18,0.0714285714285714,0.142857142857143,0.785714285714286,0,0,0.192307692307692,0.222222222222222,0.192307692307692,0.25,1,0.192307692307692,0.178571428571429,0,0.0384615384615385,0.153846153846154,49.6666666666667,0.961538461538461,1,0.230769230769231,0.230769230769231,0,1994,0,1
1997,S18,0.0714285714285714,0.107142857142857,0.821428571428571,0,0,0.192307692307692,0.222222222222222,0.192307692307692,0.25,1,0.192307692307692,0.178571428571429,0,0.0384615384615385,0.153846153846154,50.6666666666667,0.961538461538461,1,0.230769230769231,0.230769230769231,0,1994,0,1
2008,S18,0.108108108108108,0.162162162162162,0.72972972972973,0.0303030303030303,0.027027027027027,0.363636363636364,0.351351351351351,0.393939393939394,0.405405405405405,0.5,0.424242424242424,0.432432432432432,0.5,0.151515151515152,0.272727272727273,48.1081081081081,0.939393939393939,0.96969696969697,0.333333333333333,0.333333333333333,0,1994,0,1
2009,S18,0.175,0.15,0.675,0.0303030303030303,0.0263157894736842,0.363636363636364,0.368421052631579,0.363636363636364,0.425,0.714285714285714,0.424242424242424,0.4,0.285714285714286,0.121212121212121,0.303030303030303,48.8421052631579,0.939393939393939,0.96969696969697,0.333333333333333,0.333333333333333,0,1994,0,1
2010,S18,0.175,0.125,0.7,0.0303030303030303,0.0263157894736842,0.333333333333333,0.342105263157895,0.393939393939394,0.45,0.714285714285714,0.393939393939394,0.375,0.285714285714286,0.151515151515152,0.242424242424242,49.0263157894737,0.909090909090909,0.96969696969697,0.303030303030303,0.303030303030303,0,1994,0,1
2011,S18,0.175,0.075,0.75,0.0303030303030303,0.0263157894736842,0.242424242424242,0.263157894736842,0.424242424242424,0.475,0.714285714285714,0.424242424242424,0.4,0.285714285714286,0.181818181818182,0.242424242424242,49.2631578947368,0.939393939393939,0.96969696969697,0.303030303030303,0.303030303030303,0,1994,0,1
2012,S18,0,0.117647058823529,0.882352941176471,0.0294117647058824,0.0294117647058824,0.205882352941176,0.205882352941176,0.470588235294118,0.470588235294118,,0.470588235294118,0.470588235294118,,0.235294117647059,0.235294117647059,48.764705882353,0.911764705882353,0.970588235294118,0.352941176470588,0.352941176470588,0,1994,0,1
2013,S18,0,0.111111111111111,0.888888888888889,0.0277777777777778,0.0277777777777778,0.194444444444444,0.194444444444444,0.444444444444444,0.444444444444444,,0.444444444444444,0.444444444444444,,0.222222222222222,0.222222222222222,49.0277777777778,0.916666666666667,0.972222222222222,0.388888888888889,0.388888888888889,0,1994,0,1
2014,S18,0,0.135135135135135,0.864864864864865,0.027027027027027,0.027027027027027,0.162162162162162,0.162162162162162,0.45945945945946,0.45945945945946,,0.45945945945946,0.45945945945946,,0.243243243243243,0.216216216216216,49.7027027027027,0.918918918918919,0.972972972972973,0.378378378378378,0.378378378378378,0,1994,0,1
2007,S18,0.15,0.275,0.575,0.0294117647058824,0.0256410256410256,0.411764705882353,0.384615384615385,0.411764705882353,0.45,0.666666666666667,0.382352941176471,0.375,0.333333333333333,0.147058823529412,0.235294117647059,47.6153846153846,0.941176470588235,0.970588235294118,0.323529411764706,0.323529411764706,0,1994,0,1
1998,S18,0.0384615384615385,0.115384615384615,0.846153846153846,0,0,0.12,0.12,0.2,0.230769230769231,1,0.16,0.153846153846154,0,0.04,0.12,52.88,0.96,1,0.24,0.24,0,1994,0,1
1999,S18,0.0357142857142857,0.142857142857143,0.821428571428571,0,0,0.148148148148148,0.148148148148148,0.259259259259259,0.285714285714286,1,0.185185185185185,0.178571428571429,0,0.0740740740740741,0.111111111111111,52.2592592592593,0.962962962962963,1,0.259259259259259,0.259259259259259,0,1994,0,1
2000,S18,0.0333333333333333,0.2,0.766666666666667,0.0344827586206897,0.0344827586206897,0.206896551724138,0.206896551724138,0.241379310344828,0.266666666666667,1,0.241379310344828,0.233333333333333,0,0.0689655172413793,0.172413793103448,50.6896551724138,0.96551724137931,1,0.241379310344828,0.241379310344828,0,1994,0,1
2001,S18,0.0967741935483871,0.161290322580645,0.741935483870968,0.0357142857142857,0.0333333333333333,0.214285714285714,0.233333333333333,0.214285714285714,0.258064516129032,0.666666666666667,0.321428571428571,0.32258064516129,0.333333333333333,0.0714285714285714,0.25,50.7,1,1,0.25,0.25,0,1994,0,1
2002,S18,0.103448275862069,0.137931034482759,0.758620689655172,0.0384615384615385,0.0357142857142857,0.192307692307692,0.178571428571429,0.230769230769231,0.275862068965517,0.666666666666667,0.307692307692308,0.310344827586207,0.333333333333333,0.0769230769230769,0.230769230769231,52.2142857142857,1,1,0.269230769230769,0.269230769230769,0,1994,0,1
2003,S18,0.0857142857142857,0.228571428571429,0.685714285714286,0.0625,0.0588235294117647,0.34375,0.323529411764706,0.28125,0.314285714285714,0.666666666666667,0.3125,0.314285714285714,0.333333333333333,0.09375,0.21875,48.9117647058824,1,1,0.3125,0.3125,0,1994,0,1
2004,S18,0.153846153846154,0.256410256410256,0.58974358974359,0.0606060606060606,0.0526315789473684,0.424242424242424,0.394736842105263,0.333333333333333,0.358974358974359,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.121212121212121,0.212121212121212,47.421052631579,1,1,0.303030303030303,0.303030303030303,0,1994,0,1
2005,S18,0.153846153846154,0.230769230769231,0.615384615384615,0.0606060606060606,0.0526315789473684,0.393939393939394,0.368421052631579,0.333333333333333,0.358974358974359,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.121212121212121,0.212121212121212,48.421052631579,1,1,0.303030303030303,0.303030303030303,0,1994,0,1
2006,S18,0.17948717948718,0.230769230769231,0.58974358974359,0.03125,0.0263157894736842,0.375,0.368421052631579,0.34375,0.384615384615385,0.571428571428571,0.34375,0.333333333333333,0.285714285714286,0.125,0.21875,48.2368421052632,1,1,0.3125,0.3125,0,1994,0,1
2015,S18,0,0.114285714285714,0.885714285714286,0.0571428571428571,0.0571428571428571,0.114285714285714,0.114285714285714,0.457142857142857,0.457142857142857,,0.428571428571429,0.428571428571429,,0.228571428571429,0.2,50.7714285714286,0.942857142857143,0.971428571428571,0.4,0.4,0,1994,0,1
2016,S18,0,0.105263157894737,0.894736842105263,0.105263157894737,0.105263157894737,0.105263157894737,0.105263157894737,0.473684210526316,0.473684210526316,,0.447368421052632,0.447368421052632,,0.263157894736842,0.184210526315789,50.7368421052632,0.921052631578947,0.973684210526316,0.368421052631579,0.368421052631579,0,1994,0,1
2017,S18,0,0.1,0.9,0.125,0.125,0.05,0.05,0.475,0.475,,0.45,0.45,,0.275,0.175,52.25,0.9,0.975,0.325,0.325,0,1994,0,1
1972,S18,0,0.333333333333333,0.666666666666667,0,0,0.583333333333333,0.583333333333333,0.0833333333333333,0.0833333333333333,,0,0,,0,0,42.0833333333333,0.75,1,0.0833333333333333,0.0833333333333333,0,1994,0,1
1973,S18,0,0.269230769230769,0.730769230769231,0,0,0.615384615384615,0.615384615384615,0.153846153846154,0.153846153846154,,0,0,,0,0,41.9615384615385,0.730769230769231,1,0.0769230769230769,0.0769230769230769,0,1994,0,1
1974,S18,0,0.230769230769231,0.769230769230769,0,0,0.538461538461538,0.538461538461538,0.153846153846154,0.153846153846154,,0,0,,0,0,42.9615384615385,0.730769230769231,1,0.0769230769230769,0.0769230769230769,0,1994,0,1
1988,S18,0.0344827586206897,0.0344827586206897,0.931034482758621,0,0,0.0714285714285714,0.0714285714285714,0.214285714285714,0.241379310344828,1,0,0,0,0,0,47.75,0.857142857142857,1,0.142857142857143,0.142857142857143,0,1994,0,1
1989,S18,0.0333333333333333,0.1,0.866666666666667,0,0,0.103448275862069,0.103448275862069,0.172413793103448,0.2,1,0.103448275862069,0.1,0,0.0344827586206897,0.0689655172413793,48.1724137931035,0.862068965517241,1,0.172413793103448,0.172413793103448,0,1994,0,1
1990,S18,0.0333333333333333,0.1,0.866666666666667,0,0,0.0689655172413793,0.0689655172413793,0.172413793103448,0.2,1,0.103448275862069,0.1,0,0.0344827586206897,0.0689655172413793,49.1724137931035,0.862068965517241,1,0.172413793103448,0.172413793103448,0,1994,0,1
1991,S18,0.0344827586206897,0.103448275862069,0.862068965517241,0,0,0.0357142857142857,0.0357142857142857,0.178571428571429,0.206896551724138,1,0.107142857142857,0.103448275862069,0,0.0357142857142857,0.0714285714285714,49.6071428571429,0.928571428571429,1,0.142857142857143,0.142857142857143,0,1994,0,1
